,Noninfected,8 hpi,12 hpi
0,2.8544899655311418,6.61401609220179,0.0
1,3.674592341299811,8.939059983816112,14.645621721897951
2,14.256858291382857,2.8202536871071313,5.470634403828213
3,2.968676805941251,42.57258834186254,13.638846913916797
4,5.149698838136577,12.725356762302196,14.325487074460614
5,5.873030738708757,5.8223133922565316,5.768279953853761
6,5.299715910384785,8.23274801925228,4.298824164120509
7,4.292226820150975,9.15905768408876,5.803283733694927
8,6.446608463462154,10.667090655448929,5.819843086286069
9,5.661617506429032,10.54167843079877,8.191268537444975
10,4.929616540032843,11.941661995735334,3.7396576553772243
11,8.612441479132995,6.567364916657745,5.222083800737032
12,6.5276214584218,17.066150889662,3.718227859138284
13,0.0,8.137556440311378,4.400558953497574
14,4.086193421080003,13.847290307198586,10.512724961939787
15,2.4740819300478076,9.28776215434287,9.587654935505043
16,9.839128607414013,2.9785568110379357,3.9976087636911855
17,0.9946647179195512,4.640526676575158,13.324252855012643
18,8.813417806486767,7.951491011603978,5.749916371659022
19,0.0,11.6336392495721,6.454051389577433
20,1.7908842647759704,10.70934316117856,6.744757035383799
21,29.111968953904604,14.604012208954208,13.546235949043293
22,3.7966639662894206,3.497238711459883,7.445357359005174
23,0.0,12.876877258633382,11.201250059506641
24,4.288189621294659,8.670663698120439,4.507672057842448
25,2.4383880304408363,5.655703399831838,9.912325481119497
26,3.4043781219211247,12.096537279799819,5.042457492083342
27,2.858376382665138,14.778785822679971,7.794689439111686
28,1.0390847845126492,16.79281173198305,3.524072665056826
29,3.2270680732978314,7.630834229823876,4.1769698589854976
30,0.0,13.91902422072603,6.758454524893922
31,1.1426690921722595,2.059044119653113,2.5408107134130664
32,1.5729202897083234,13.406808228596136,13.668060056235523
33,50.34906059666784,9.651289849647984,0.0
34,0.0,13.779594100525154,0.0
35,22.34945308007329,8.125937815752994,7.489685299027246
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,7.385466417591812,0.0,
40,0.0,0.0,
41,0.0,0.0,
42,11.940776361292816,38.41311519785643,
